time,gpu-id,gpu_util_percent,mem_util_percent,mem_util_MB,mem_free_MB,mem_total_MB,phase,epoch,step
1768164046.3991919,0,96,49,10856.4375,4503.5625,15360.0,validation,2,294
1768164046.5014713,0,96,49,10856.4375,4503.5625,15360.0,validation,2,294
1768164046.6042075,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164046.7068624,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164046.8094497,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164046.9121163,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.0155423,0,100,41,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.1195638,0,100,41,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.2228508,0,96,79,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.327204,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.4306915,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.5330637,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.6351836,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.737359,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.8395429,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164047.9433718,0,100,86,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.0464537,0,100,86,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.149281,0,96,35,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.2514951,0,96,35,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.3541977,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.456545,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.5590112,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.6625395,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.7664704,0,100,55,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.8711374,0,100,55,10856.4375,4503.5625,15360.0,validation,2,294
1768164048.9743085,0,95,65,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.076512,0,95,65,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.1787994,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.2811096,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.3832543,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.485684,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.5879421,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.6922257,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.7960732,0,98,90,10856.4375,4503.5625,15360.0,validation,2,294
1768164049.8983674,0,98,90,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.0007784,0,98,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.1041865,0,98,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.207216,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.3126473,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.4149375,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.5175858,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.6218135,0,100,70,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.7274396,0,100,70,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.829901,0,96,51,10856.4375,4503.5625,15360.0,validation,2,294
1768164050.9324017,0,96,51,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.035906,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.1384094,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.2408762,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.3443837,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.4466584,0,100,39,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.5509613,0,100,39,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.653306,0,96,81,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.755698,0,96,81,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.8580792,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164051.9605002,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.0635862,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.16576,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.2679458,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.3710597,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.4745705,0,100,81,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.5769372,0,100,81,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.6798842,0,96,39,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.7827318,0,96,39,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.885295,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164052.987772,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.0901234,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.193051,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.2980545,0,100,47,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.4036644,0,100,47,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.5063822,0,96,74,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.612199,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.7169838,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.8197982,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164053.9229307,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.02534,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.127573,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.2300992,0,100,91,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.3319397,0,100,91,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.4351962,0,95,29,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.537689,0,95,29,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.6399863,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.7424579,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.8449247,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164054.9472973,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.0504606,0,100,59,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.1560802,0,100,59,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.258359,0,96,62,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.36061,0,96,62,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.4627793,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.5648801,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.6674638,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.769589,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.871708,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164055.9757075,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.078816,0,97,90,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.1811917,0,97,90,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.283737,0,98,29,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.3863833,0,98,29,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.4887784,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.591473,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.695561,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.7982116,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164056.9007123,0,100,68,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.008728,0,100,68,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.1119087,0,95,52,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.2142346,0,95,52,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.3172214,0,100,25,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.4204023,0,100,25,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.526294,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.629847,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.7337432,0,100,35,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.8386114,0,100,35,10856.4375,4503.5625,15360.0,validation,2,294
1768164057.9419904,0,94,84,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.045039,0,94,84,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.1480825,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.250718,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.3553908,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.4594333,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.5616713,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.6641142,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.7672136,0,100,77,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.869109,0,100,77,10856.4375,4503.5625,15360.0,validation,2,294
1768164058.9713562,0,97,44,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.073582,0,97,44,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.1759279,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.2782114,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.3805022,0,100,25,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.4828496,0,100,25,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.5866861,0,100,45,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.6898332,0,96,76,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.7950463,0,96,76,10856.4375,4503.5625,15360.0,validation,2,294
1768164059.8983874,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.0010548,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.1036384,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.2062297,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.3093226,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.412206,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.5167851,0,100,85,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.623198,0,100,85,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.7284286,0,96,35,10856.4375,4503.5625,15360.0,validation,2,294
1768164060.8378751,0,96,35,10856.4375,4503.5625,15360.0,validation,2,294
